feel,"to be aware of (something that affects you physically, such as pain, heat, or an object touching your body): to touch (something) with your fingers to see what it is like: to find (something) by touching with your fingers","verb (used with object), felt, feeling. 1.to perceive or examine by touch. 2.to have a sensation of (something), other than by sight, hearing, taste, or smell: to feel a toothache.3.to find or pursue (one's way) by touching, groping, or cautious moves. 4.to be or become conscious of. 5.to be emotionally affected by: to feel one's disgrace keenly.6.to experience the effects of: The whole region felt the storm.7.to have a particular sensation or impression of (often used reflexively and usually followed by an adjunct or complement): to feel oneself slighted.8.to have a general or thorough conviction of; think; believe: I feel he's guilty.verb (used without object), felt, feeling. 9.to have perception by touch or by any nerves of sensation other than those of sight, hearing, taste, and smell. 10.to make examination by touch; grope. 11.to perceive a state of mind or a condition of body: to feel happy; to feel well.12.to have a sensation of being: to feel warm.13.to make itself perceived or apparent; seem: How does it feel to be rich?noun 14.a quality of an object that is perceived by feeling or touching: the soft feel of cotton.15.a sensation of something felt; a vague mental impression or feeling: a feel of winter; a feel of sadness in the air.16.the sense of touch: soft to the feel.17.native ability or acquired sensitivity: to have a feel for what is right.18.Informal. an act or instance of touching with the hand or fingers. 19.Slang: Vulgar. an act or instance of feeling up. Verb phrases 20.feel for,  to feel sympathy for or compassion toward; empathize with: I know you're disappointed and upset, and I feel for you.Southeastern Pennsylvania and Maryland. to have a liking or desire for: If you feel for more pie, just help yourself.21.feel out, to attempt to ascertain (the nature of a situation, someone's attitude, etc.) by indirect or subtle means: Why not feel out the other neighbors' opinions before you make a complaint.22.feel up, Slang: Vulgar. to fondle or touch (someone) in a sexual manner. 23.feel up to, Informal. to feel or be able to; be capable of: He didn't feel up to going to the theater so soon after his recent illness.Idioms 24.cop a feel, Slang: Vulgar. to touch another person's body sexually, often in a quick and surreptitious way. 25.feel like, Informal. to have a desire for; be favorably disposed to: I don't feel like going out tonight. Do you feel like a movie?26.feel like oneself, to be in one's usual frame of mind or state of health: She hasn't been feeling like herself since the accident.Also, feel oneself. 27.feel no pain. pain (def 5).","feel Â (fēl)v.  felt (fĕlt), feelÂ·ing, feels v.tr.1. a.  To perceive through the sense of touch: feel the velvety smoothness of a peach.b.  To perceive as a physical sensation: feel a sharp pain; feel the cold.2. a.  To touch: reached out and felt the wall.b.  To examine by touching: felt the fabric for flaws. See Synonyms at  touch.3.  To test or explore with caution: feel one's way in a new job.4. a.  To undergo the experience of: felt my interest rising; felt great joy.b.  To be aware of; sense: felt the anger of the crowd.c.  To be emotionally affected by: She still feels the loss of her dog.5. a.  To be persuaded of (something) on the basis of intuition, emotion, or other indefinite grounds: I feel that what the informant says may well be true.b.  To believe; think: She felt his answer to be evasive.v.intr.1.  To experience the sensation of touch.2. a.  To produce a particular sensation, especially through the sense of touch: The sheets felt smooth.b.  To produce a particular impression; appear to be; seem: It feels good to be home. See Usage Note at  well2.3.  To be conscious of a specified kind or quality of physical, mental, or emotional state: felt warm and content; feels strongly about the election.4.  To seek or explore something by the sense of touch: felt for the light switch in the dark.5.  To have compassion or sympathy: I feel for him in his troubles.n.1.  Perception by touch or by sensation of the skin: a feel of autumn in the air.2.  The sense of touch: a surface that is rough to the feel.3. a.  An act or instance of touching or feeling: gave the carpet a feel.b.  Vulgar  An act or instance of sexual touching or fondling.4.  An overall impression or effect: ""gives such disparate pictures ... a crazily convincing documentary feel"" (Stephen King).5.  Intuitive awareness or natural ability: has a feel for decorating.Phrasal Verbs:  feel out To try cautiously or indirectly to ascertain the viewpoint or nature of: We'd better feel out the situation before acting. feel up Vulgar  To touch or fondle (someone) sexually.Idioms:  feel in (one's) bones To have an intuition of. feel like Informal  To have an inclination or desire for: felt like going for a walk. feel like (oneself) To sense oneself as being in one's normal state of health or spirits: I just don't feel like myself today. feel (one's) oats1.  To be energetic and playful.2.  To act in a self-important manner.[Middle English felen, from Old English fēlan; see pÄl- in Indo-European roots.]"
brain,"the organ of the body in the head that controls functions, movements, sensations, and thoughts: the ability to think and reason: a very intelligent person","noun 1.Anatomy, Zoology. the part of the central nervous system enclosed in the cranium of humans and other vertebrates, consisting of a soft, convoluted mass of gray and white matter and serving to control and coordinate the mental and physical actions. 2.Zoology. (in many invertebrates) a part of the nervous system more or less corresponding to the brain of vertebrates. 3.Sometimes, brains. (used with a plural verb) understanding; intellectual power; intelligence. 4.the brain as the center of thought, understanding, etc.; mind; intellect. 5.brains, Slang. a member of a group who is regarded as its intellectual leader or planner: The junior partner is the brains of the firm.6.Informal. a very intelligent or brilliant person. 7.Informal. the controlling or guiding mechanism in a computer, robot, pacemaker, etc. the part of a computer system for coordination or guidance, as of a missile. verb (used with object) 8.to smash the skull of. 9.Slang. to hit or bang (someone) on the head. Idioms 10.beat one's brains out, Informal. to try very hard to understand and work out a problem, remember something, etc.: She beat her brains out studying for the exam.11.have something on the brain, to have an obsession; be occupied with: Lately I seem to have food on the brain.12.pick someone's brains, to obtain information by questioning another person rather than by seeking it independently: He refused to prepare for the exam but counted on being able to pick his roommate's brains.","brainthe human brain and its contiguous structuresA. pituitary glandB. cerebrumC. skullD. corpus callosumE. thalamusF. hypothalamusG. ponsH. cerebellumI. medullaJ. spinal cordbrain Â (brān)n.1. a.  The portion of the vertebrate central nervous system that is enclosed within the cranium, continuous with the spinal cord, and composed of gray matter and white matter. It is the primary center for the regulation and control of bodily activities, receiving and interpreting sensory impulses, and transmitting information to the muscles and body organs. It is also the seat of consciousness, thought, memory, and emotion.b.  A functionally similar portion of the invertebrate nervous system.2. a.  Intellectual ability; intellect: an actor not known for his quick brain.b.  often  brains Exceptional intellectual ability; intelligence: has brains and good looks.c.  Informal  A highly intelligent person: We knew the new kid was a brain as soon as she started talking.3.  often  brains The primary director or planner, as of an organization or movement.4.  The control center, as of a ship, aircraft, or spacecraft.tr.v.  brained, brainÂ·ing, brains  To hit on the head or kill by hitting on the head.Idioms:  beat (one's) brains (out) Informal  To exert or expend great mental effort: She beat her brains out during the examination. on the brain Obsessively in mind: The coach has winning on the brain.pick (someone's)  brain/brains To explore another's ideas through questioning. rack (one's) brain Informal  To think long and hard: I racked my brain for hours trying to recall her name.[Middle English, from Old English brÃ¦gen.]"
rattle,"a series of short, loud sounds: a baby's toy that makes a series of short sounds when it is shaken: the group of hard, loose pieces (called scales) that cover the end of a rattlesnake's tail","verb (used without object), rattled, rattling. 1.to give out or cause a rapid succession of short, sharp sounds, as in consequence of agitation and repeated concussions: The windows rattled in their frames.2.to move or go, especially rapidly, with such sounds: The car rattled along the highway.3.to talk rapidly; chatter: He rattled on for an hour about his ailments.verb (used with object), rattled, rattling. 4.to cause to rattle: He rattled the doorknob violently.5.to drive, send, bring, etc., especially rapidly, with rattling sounds: The wind rattled the metal can across the roadway.6.to utter or perform in a rapid or lively manner: to rattle off a list of complaints.7.to disconcert or confuse (a person): A sudden noise rattled the speaker.8.Hunting. to stir up (a cover). noun 9.a rapid succession of short, sharp sounds, as from the collision of hard bodies. 10.an instrument contrived to make a rattling sound, especially a baby's toy filled with small pellets that rattle when shaken. 11.the series of horny, interlocking elements at the end of the tail of a rattlesnake, with which it produces a rattling sound. 12.a rattling sound in the throat, as the death rattle.","ratÂ·tleÂ 1 Â (răt′l)v.  ratÂ·tled, ratÂ·tling, ratÂ·tles v.intr.1. a.  To make or emit a quick succession of short percussive sounds.b.  To move with such sounds: A train rattled along the track.2.  To talk rapidly and at length, usually without much thought: rattled on about this and that.v.tr.1.  To cause to make a quick succession of short percussive sounds: rattled the dishes in the kitchen.2.  To utter or perform rapidly or effortlessly: rattled off a list of complaints.3.  Informal  To fluster; unnerve: The accident rattled me.n.1.  A rapid succession of short percussive sounds.2.  A device, such as a baby's toy, that produces short percussive sounds.3.  A rattling sound in the throat caused by obstructed breathing, especially near the time of death.4.  The series of horny structures at the end of a rattlesnake's tail.5.  Loud or rapid talk; chatter.[Middle English ratelen; akin to Middle Dutch ratelen and Old English hrate, hratele, a kind of plant with rattling seed capsules, all probably ultimately of imitative origin.]ratÂ·tleÂ 2 Â (răt′l)tr.v.  ratÂ·tled, ratÂ·tling, ratÂ·tles  To secure ratlines to (shrouds).[Back-formation from rattling, ratline, variant of ratline.]"
"rattle brain","  a flighty or thoughtless person","noun 1.a giddy, empty-headed, talkative person.",
rude,"not having or showing concern or respect for the rights and feelings of other people : not polite: relating to sex or other body functions in a way that offends others: happening suddenly in usually an unpleasant or shocking way","adjective, ruder, rudest. 1.discourteous or impolite, especially in a deliberate way: a rude reply.2.without culture, learning, or refinement: rude, illiterate peasants.3.rough in manners or behavior; unmannerly; uncouth. 4.rough, harsh, or ungentle: rude hands.5.roughly wrought, built, or formed; of a crude construction or kind: a rude cottage.6.not properly or fully developed; raw; unevolved: a rude first stage of development.7.harsh to the ear: rude sounds.8.without artistic elegance; of a primitive simplicity: a rude design.9.violent or tempestuous, as the waves. 10.robust, sturdy, or vigorous: rude strength.11.approximate or tentative: a rude first calculation of costs.","rude Â (ro͞od)adj.  rudÂ·er, rudÂ·est 1.  Ill-mannered, discourteous, or insulting: was offended by his rude behavior.2. a.  Undeveloped or uncivilized; primitive: a rude and savage land.b.  Crude, unfinished, or made with limited skill: a rude thatched hut.c.  In a natural, raw state: bales of rude cotton.3.  Unpleasantly forceful or harsh: faced rude winds; received a rude shock.4.  Chiefly British  Vigorous or robust: in rude health.5.  Archaic  Lacking education or refinement: ""They were so rude and ignorant ... that very little could be learned from them"" (Samuel Johnson).[Middle English, from Old French, unrefined, harsh, from Latin rudis, in a natural state, crude, ignorant.]rude′ly adv.rude′ness n."
raise,"to lift or move (something or someone) to a higher position: to lift or move (something or someone) to a standing or more upright position: to increase the amount or level of (something)","verb (used with object), raised, raising. 1.to move to a higher position; lift up; elevate: to raise one's hand; sleepy birds raising their heads and looking about.2.to set upright: When the projection screen toppled, he quickly raised it again.3.to cause to rise or stand up; rouse: The sound of the bugle raised him from his bed.4.to build; erect: to raise a monument.5.to set up the framework of: to raise a house.6.to set in motion; activate: to raise a storm of protest.7.to grow or breed, care for, or promote the growth of: to raise corn; to raise prizewinning terriers.8.to serve in the capacity of parent to; rear: to raise children.9.to give rise to; bring up or about: His comments raised a ripple of applause.10.to put forward; present for public consideration: He raised the issue of his opponent's eligibility.11.Law. to make (an issue at law). 12.to restore to life: to raise the dead.13.to stir up: to raise a rebellion with stirring speeches.14.to give vigor to; animate: The news raised his spirits.15.to advance in rank or position: to raise someone to the peerage.16.to assemble or collect: to raise an army; to raise money for a charity.17.to increase the height or vertical measurement of: The blocks raise the table three inches.18.to increase in degree, intensity, pitch, or force: to raise the volume of a radio.19.to utter (a cry, shout, etc.) in a loud voice. 20.to cause (the voice) to be heard: to raise one's voice in opposition.21.to cause (dough or bread) to rise by expansion and become light, as by the use of yeast. 22.to increase in amount: to raise rents; to raise salaries.23.to increase (the value or price) of a commodity, stock, bond, etc. 24.Poker. to increase (another player's bet). to bet at a higher level than (a preceding bettor). 25.Bridge. to increase (the bid for a contract) by repeating one's partner's bid at a higher level. 26.Phonetics. to alter the articulation of (a vowel) by bringing the tongue closer to the palate: The vowel in “pen” is raised to (i) in some dialects.27.to increase the amount specified in (a check, money order, or the like) by fraudulent alteration. 28.Military. to end (a siege) by withdrawing the besieging forces or by compelling the besieging forces to withdraw. 29.Nautical. to cause (something) to rise above the visible horizon by approaching it. to come in sight of (land, a whale, etc.). 30.to establish communication with by radio: The radioman was able to raise shore headquarters after three tries.31.Mining. to excavate (an opening) upward from a level below. verb (used without object), raised, raising. 32.to be able to be lifted or pulled up: The window raises easily.33.(in cards, poker, etc.) to increase a previous bet or bid: My cards weren't good enough to let me raise.noun 34.an increase in amount, as of wages: a raise in pay.35.the amount of such an increase: His raise was five dollars.36.a raising, lifting, etc.: a raise in spirits.37.a raised or ascending place; rise. 38.Mining. a shaft excavated upward from below.Compare winze1 . Idioms 39.raise Cain. Cain1 (def 3).","raise Â (rāz)v.  raised, raisÂ·ing, raisÂ·es v.tr.1.  To move to a higher position; elevate: raised the loads with a crane. See Synonyms at  lift.2.  To set in an upright or erect position: raise a flagpole.3.  To erect or build: raise a new building.4.  To cause to arise, appear, or exist: The slap raised a welt.5.  To increase in size, quantity, or worth: raise an employee's salary.6.  To increase in intensity, degree, strength, or pitch: raised his voice.7.  To improve in rank or dignity; promote: raised her to management level.8. a.  To grow, especially in quantity; cultivate: raise corn and soybeans.b.  To breed and care for to maturity: raise cattle.c.  To bring up; rear: raise children.d.  To accustom to something from an early age: ""a post-World War II generation raised on shopping malls and multiplex cinemas"" (Gustav Niebuhr).9.  To put forward for consideration: raised an important question. See Synonyms at  broach1.10.  To voice; utter: raise a shout.11. a.  To awaken; arouse: noise that would raise the dead.b.  To stir up; instigate: raise a revolt.c.  To bring about; provoke: remarks intended to raise a laugh.12.  To make contact with by radio: couldn't raise the control tower after midnight.13.  To gather together; collect: raise money from the neighbors for a charity.14.  To cause (dough) to puff up.15.  To end (a siege) by withdrawing troops or forcing the enemy troops to withdraw.16.  To remove or withdraw (an order).17.  Games a.  To increase (a poker bet).b.  To bet more than (a preceding bettor in poker).c.  To increase the bid of (one's bridge partner).18.  Nautical  To bring into sight by approaching nearer: raised the Cape.19.  To alter and increase fraudulently the written value of (a check, for example).20.  To cough up (phlegm).21.  Scots  To make angry; enrage.v.intr. Games  To increase a poker bet or a bridge bid.n.1.  The act of raising or increasing.2.  An increase in salary.Idioms: raise  Cain/the devil/hell1.  To behave in a rowdy or disruptive fashion.2.  To reprimand someone angrily. raise eyebrows To cause surprise or mild disapproval. raise the stakes To increase one's commitment or involvement.[Middle English raisen, from Old Norse reisa; see er- in Indo-European roots.]rais′er n.Usage Note:  A traditional usage rule holds that people raise crops and farm animals but rear children. Nonetheless, people have been raising children in English since the 1700s, and the usage has been standard for many generations, at least in American English. The Usage Panelists find the use of raise acceptable both for children and for livestock. The Panelists also approve of using the verb rear for children, but a sizable minority have reservations about using it for livestock. In our 2013 survey, 41 percent disapproved of the sentence The settlers reared cattle in the Valley before it was flooded. This percentage, though still substantial, is a significant decrease from the 60 percent who disapproved of the same sentence in 2002. Although contemporary usage allows writers to raise both children and livestock, careful writers should rear children only."
"roller coaster","a ride at an amusement park which is like a small, open train with tracks that are high off the ground and that have sharp curves and steep hills: a situation or experience that involves sudden and extreme changes","noun 1.a small gravity railroad, especially in an amusement park, having a train with open cars that moves along a high, sharply winding trestle built with steep inclines that produce sudden, speedy plunges for thrill-seeking passengers. 2.a car or train of cars for such a railroad. 3.any phenomenon, period, or experience of persistent or violent ups and downs, as one fluctuating between prosperity and recession or elation and despair.","roller coasterMagic Mountain roller coasterGardaland, Italyroller coaster or  rollÂ·erÂ·coastÂ·er (rōl′ər-kō′stər)n.1.  A steep, sharply curving elevated railway with small open passenger cars that is operated at high speeds as a ride, especially in an amusement park.2.  An action, event, or experience marked by abrupt, extreme changes in circumstance, quality, or behavior: ""the demographic roller coaster caused by the baby boom"" (American Demographics)."
bulldozer,"a powerful and heavy vehicle that has a large curved piece of metal at its front and that is used for moving dirt and rocks and pushing over trees and other structures","noun 1.a large, powerful tractor having a vertical blade at the front end for moving earth, tree stumps, rocks, etc. 2.a person who intimidates or coerces.","bulldozerbullÂ·dozÂ·er Â (bo͝ol′dō′zər)n.1.  A heavy, driver-operated machine for clearing and grading land, usually having continuous treads and a broad hydraulic blade in front.2.  An overbearing person; a bully."
"knock off","  to stop doing something","noun 1.an act or instance of knocking off. 2.an unlicensed copy of something, especially fashion clothing, intended to be sold at a lower price than the original.","knock Â (nŏk)v.  knocked, knockÂ·ing, knocks v.tr.1.  To strike with a hard blow: knocked him on the head.2.  To affect in a specified way by striking hard: knocked the mugger senseless.3.  To cause to be displaced or unengaged; force: a wind that knocked the tower over; a blunder that knocked him out of the job.4.  To cause to collide: I knocked my head on a low beam.5.  To produce by hitting or striking: knocked a hole in the wall.6.  Informal  To find fault with; criticize: Don't knock the food; it's free.v.intr.1.  To strike a sharp audible blow or series of blows, as on a door.2.  To collide with something: knocked into the table.3.  To make a pounding or clanking noise: The car engine is knocking.n.1.  An instance of striking or colliding.2.  The sound of a sharp blow on a hard surface.3.  A pounding or clanking noise made by an engine, often as a result of faulty fuel combustion. Also called  ping.4.  Slang  A cutting, often petty criticism.Phrasal Verbs:  knock around (or about) Informal 1.  To be rough or brutal with; maltreat.2.  To wander from place to place: knocking around Europe.3.  To discuss or consider: met to knock around some ideas. knock back Informal  To gulp (an alcoholic drink). knock down1.  To bring to the ground with a blow or other forceful action; topple.2.  To disassemble into parts, as for storage or shipping.3.  To declare sold at an auction, as by striking a blow with a gavel.4.  To reduce in amount or intensity: a retailer who knocked down the price by 20 percent; firefighters who knocked down the fire enough to search the house.5.  Slang  To receive as wages; earn: knocks down $50 an hour. knock off1.  Informal a.  To take a break or rest from; stop: knocked off work at noon.b.  To cease work: It's after five; let's knock off.2.  Informal  To complete, accomplish, or dispose of hastily or easily; finish: That author knocks off a book a year.3.  Informal  To get rid of; eliminate: knocked off 12 pounds in a month.4.  Slang  To kill or overcome.5.  Slang  To hold up or rob: knocked off a bank.6.  Informal  To copy or imitate, especially without permission: knocking off someone else's ideas. knock out1.  To render unconscious.2.  Sports  To defeat (a boxing opponent) by a knockout.3.  To render useless or inoperative: The storm knocked out the phones.4.  Informal  To excite or overwhelm, especially by being sexually attractive.5.  Informal  To exert or exhaust (oneself or another) to the utmost: knocked herself out to be ready on time.6.  Informal  To produce in abundance: The workers knocked out 500 parts in one hour.7.  To inactivate (a gene or genes) by genetic manipulation so that the resulting phenotypic effects can be observed. knock together To make or assemble quickly or carelessly. knock up1.  Derogatory Slang  To make pregnant.2.  Chiefly British  To wake up or summon, as by knocking at the door.3.  Chiefly British  To wear out; exhaust.Idioms:  have it knocked Slang  To be certain of success: ""He knew he had it knocked after he saw a rough cut of Chinatown"" (Time). knock cold To render unconscious; knock out. knock dead1.  To kill with a blow.2.  Slang  To affect strongly and positively: a performance that knocked the audience dead. knock it off Slang  To stop doing something. Often used in the imperative: He asked us to knock it off. knock out of the box Baseball  To force the removal of (an opposing pitcher) by heavy hitting. knock (someone's) socks off Slang  To overwhelm or amaze. knock some sense into Slang  To beat or hit (someone) in an effort to teach a lesson or cause a person to adopt an acceptable pattern of behavior.[Middle English knokken, from Old English cnocian.]"
stinky,"to have a very bad smell: to do something very poorly: to be very low in quality","adjective, stinkier, stinkiest. 1.foul smelling; stinking. 2.Informal. mean-spirited; nasty.","stink Â (stĭngk)v.  stank (stăngk) or  stunk (stŭngk), stunk, stinkÂ·ing, stinks v.intr.1.  To emit a strong foul odor: The basement stinks of mildew.2.  Slang a.  To be of an extremely low or bad quality: These golf clubs stink.b.  To be in extremely bad repute: His name has stunk ever since that scandal.c.  To be morally offensive or have the appearance of dishonesty or corruption: Something about her testimony stinks.d.  To have something to an extreme or offensive degree: a family that is stinking with money; an act that stinks of jealousy.v.tr. To cause to stink: garbage that stinks up the yard.n.1.  A strong offensive odor; a stench. See Synonyms at  stench.2.  Slang  A scandal or controversy: ""the stink over sexual politics in the military"" (David Nyhan).Idiom:  make/raise a stink Slang  To make a great fuss.[Middle English stinken, from Old English stincan, to emit a smell.]stink′y adj."
polite,"having or showing good manners or respect for other people: socially correct or proper","adjective, politer, politest. 1.showing good manners toward others, as in behavior, speech, etc.; courteous; civil: a polite reply.2.refined or cultured: polite society.3.of a refined or elegant kind: polite learning.","poÂ·lite Â (pə-līt′)adj.  poÂ·litÂ·er, poÂ·litÂ·est 1.  Marked by or showing consideration for others and observance of accepted social usage.2.  Refined; elegant: polite society.[Middle English polit, polished, from Latin polītus, past participle of polīre, to polish; see  polish.]poÂ·lite′ly adv.poÂ·lite′ness n.Synonyms:  polite, mannerly, civil, courteous, genteel These adjectives mean mindful of, conforming to, or marked by good manners. Polite and mannerly imply consideration for others and the adherence to conventional social standards of good behavior: ""She was so polite and unwilling to offend that she wouldn't always make her feelings and intentions clear"" (Jane Mayer and Jill Abramson). ""Just the one young man came out, very mannerly, and helped first her then me down from the car"" (Alice Munro).Civil often suggests the barest observance of accepted social usages, as in the avoidance of rudeness: ""Mr. Bingley was unaffectedly civil in his answer, and forced his younger sister to be civil also, and say what the occasion required"" (Jane Austen).Courteous implies courtliness and dignity: ""Even around his parents ... he's unfailingly courteous and even-tempered, letting slide their mild attempts to run his life"" (Paul Solotaroff).Genteel, which originally meant well-bred, now usually suggests excessive and affected refinement associated with the upper classes: ""In a world without credit bureaus, background checks, or official identification, properly genteel attire, speech, and behavior determined where a person could go, whom he could see, and how he was judged in every area"" (Jeffrey L. Pasley)."
win,"to achieve victory in a fight, contest, game, etc.: to get (something, such as a prize) by achieving victory in a fight, contest, game, etc.: to get (something) by effort","verb (used without object), won, winning. 1.to finish first in a race, contest, or the like. 2.to succeed by striving or effort: He applied for a scholarship and won.3.to gain the victory; overcome an adversary: The home team won.4.Slang. to be successful or competent and be acknowledged for it: My sister wins at getting the biggest bargains.Compare fail (def 9). verb (used with object), won, winning. 5.to succeed in reaching (a place, condition, etc.), especially by great effort: They won the shore through a violent storm.6.to get by effort, as through labor, competition, or conquest: He won his post after years of striving.7.to gain (a prize, fame, etc.). 8.to be successful in (a game, battle, etc.). 9.to make (one's way), as by effort or ability. 10.to attain or reach (a point, goal, etc.). 11.to gain (favor, love, consent, etc.), as by qualities or influence. 12.to gain the favor, regard, or adherence of. 13.to gain the consent or support of; persuade (often followed by over): The speech won them over to our side.14.to persuade to marry; gain in marriage. 15.British Mining. to obtain (ore, coal, etc.). to prepare (a vein, bed, mine, etc.) for working, by means of shafts or the like. noun 16.a victory, as in a game or horse race. 17.the position of the competitor who comes in first in a horse race, harness race, etc.Compare place (def 27b), show (def 27). 18.Slang. a success, or something good: She was having a bad week, so she really needed a win.Compare fail (def 14a). the state or quality of being successful or good: There was so much win in last night’s episode!Compare fail (def 14b). adjective 19.Slang. successful or competent. Compare fail (def 19b). very good or of high quality; awesome: To hear him play, now that was win!Compare fail (def 19c). interjection 20.Slang. (used to acknowledge success, competence, etc.): I just got tickets to the concert. Win!Verb phrases 21.win out, to win or succeed, especially over great odds; triumph: His finer nature finally won out.Idioms 22.for the win, Slang. (used to express enthusiasm for someone or something that is very good, likely to succeed, etc.): a plant-based diet, for the win!","win Â (wĭn)v.  won (wŭn), winÂ·ning, wins v.intr.1.  To achieve victory or finish first in a competition.2.  To achieve success in an effort or venture: struggled to overcome the handicap and finally won.v.tr.1.  To achieve victory or finish first in: won the race.2.  To receive as a prize or reward for performance: won a gold medal.3. a.  To achieve or obtain by effort: win concessions in negotiations.b.  To gain (respect or love, for example) by effort: See Synonyms at  earn.4.  To make (one's way) with effort.5.  To reach with difficulty: The ship won a safe port.6.  To take in battle; capture: won the heights after a fierce attack.7. a.  To succeed in gaining the affection or loyalty of (someone): He wooed and won her.b.  To succeed in gaining the favor or support of; prevail on: Her eloquence won over the audience.8. a.  To discover and open (a vein or deposit) in mining.b.  To extract from a mine or from mined ore.n.1. a.  A victory, especially in a competition.b.  First place in a competition.2.  An amount won or earned.Phrasal Verbs:  win out To succeed or prevail. win through To overcome difficulties and attain a desired goal or end.Idiom:  win the day To be successful.[Middle English winnen, from Old English winnan, to fight, strive; see wen- in Indo-European roots.]win′less adj.win′naÂ·ble adj."
won,"  dwell 2a, abide 2","verb 1.simple past tense and past participle of win1 .","wonÂ 1 Â (wŭn, wōn)intr.v.  wonned, wonÂ·ning, wons  Archaic  To dwell or abide.[Middle English wonen, from Old English wunian; see wen- in Indo-European roots.]wonÂ 2 Â (wÃ´n)n. pl.  won  See Table at  currency.[Korean won (loan translation of Japanese en, round coin, yen, using the Korean pronunciation of the Chinese character with which the Japanese word is written; see  yen2), from Early Middle Chinese wian, round.]wonÂ 3 Â (wŭn)v.Past tense and past participle of  win."
brag,"to talk about yourself, your achievements, your family, etc., in a way that shows too much pride","verb (used without object), bragged, bragging. 1.to use boastful language; boast: He bragged endlessly about his high score.verb (used with object), bragged, bragging. 2.to boast of: He bragged that he had won.noun 3.a boast or vaunt. 4.a thing to boast of. 5.a boaster. 6.an old English card game similar to poker. adjective 7.Archaic. unusually fine; first-rate.","brag Â (brăg)v.  bragged, bragÂ·ging, brags v.intr. To talk or write about oneself in a proud or self-impressed way. See Synonyms at  boast1.v.tr. To say (something about oneself) boastfully.n.1.  A boast.2.  Arrogant or boastful speech.3.  Games  A card game similar to poker.adj.  bragÂ·ger, bragÂ·gest  Exceptionally fine.[Middle English braggen, from brag, ostentatious.]brag′ger n."
"show off","  to display proudly <wanted to show our new car off>","noun 1.a person given to pretentious display. 2.the act of showing off.","show Â (shō)v.  showed, shown (shōn) or  showed, showÂ·ing, shows v.tr.1. a.  To cause or allow to be seen; display: showed us his tattoo.b.  To display for sale, in exhibition, or in competition: showed her most recent paintings.c.  To permit access to (a house, for example) when offering for sale or rent.2.  To conduct; guide: showed them to the table.3.  To direct one's attention to; point out: showed them the city's historical sites.4. a.  To make evident or reveal (an emotion or condition, for example): showed displeasure at his remark; a carpet that shows wear.b.  To reveal (oneself) as in one's behavior or condition: The old boat showed itself to be seaworthy.c.  To indicate; register: The altimeter showed that the plane was descending.5. a.  To demonstrate by reasoning or procedure: showed that the hypothesis was wrong; a film that showed how to tune a piano.b.  To demonstrate to by reasoning or procedure; inform or prove to: showed him how to fix the camera; showed her that it could really happen.6.  To grant; bestow: showed no mercy to the traitors.v.intr.1.  To be or become visible or evident: Concern showed in his face.2.  Slang  To make an appearance; show up: didn't show for her appointment.3. a.  To be exhibited publicly: What's showing at the movie theater tonight?b.  To give a performance or present an exhibition: Which artist is showing in the gallery?4.  Sports  To finish third or better in a horserace or dog race.n.1.  A display; a manifestation: made a show of strength.2. a.  A trace or indication, as of oil in a well.b.  The discharge of bloody mucus from the vagina indicating the start of labor.c.  The first discharge of blood in menstruation.3.  A false appearance; a pretense: only a show of kindness.4. a.  A striking appearance or display; a spectacle.b.  A pompous or ostentatious display.5.  Display or outward appearance: This antique tea service is just for show. His smile was for show.6. a.  A public exhibition or entertainment.b.  An exposition for the display or demonstration of commercial products: an auto show.c.  A usually competitive exhibition of domestic animals: won first place at the cat show.7. a.  A radio or television program.b.  A movie.c.  A theatrical troupe or company.8.  Informal  An affair or undertaking: ran the whole show.9.  Sports  Third place at the finish, as in a horserace.Phrasal Verbs:  show off To display or behave in an ostentatious or conspicuous way. show up1.  To be clearly visible.2.  To put in an appearance; arrive: Don't show up late.3.  To expose or reveal the true character or nature of: showed their efforts up as a waste of time.4.  Informal  To surpass, as in ability or intelligence: She shows up all the others in the chorus.Idioms:  get the show on the road Slang  To get started. show (one's) hand1.  Games  To display one's cards with faces up.2.  To state one's intentions or reveal one's resources, especially when previously hidden. show (one's) heels To depart from quickly; flee. show (someone) a good time To occupy (someone) with amusing things; entertain.[Middle English sheuen, shouen, from Old English scēawian, to look at, display.]Synonyms:  show, display, expose, parade, exhibit, flaunt These verbs mean to present something to view. Show is the most general: ""She hated to show her feelings"" (John Galsworthy).Display often suggests an attempt to present something to best advantage: The dealer spread the rug out to display the pattern. Expose usually involves uncovering something or bringing it out from concealment: The excavation exposed a staggering number of artifacts. The term can often imply revelation of something better left concealed: Your comment exposes your insensitivity. Parade usually suggests a pretentious or boastful presentation: ""He early discovered that, by parading his unhappiness before the multitude, he produced an immense sensation"" (Thomas Macaulay).Exhibit implies open presentation that invites inspection: The museum is exhibiting paintings by local artists. Flaunt implies an unabashed, prideful, often arrogant display: ""Every great hostelry flaunted the flag of some foreign potentate"" (John Dos Passos). See Also Synonyms at  appear."
